[11:49:10.164] Odometry x=0.000000, y=-0.000000, theta=0.000000
[11:49:29.712] Image Alignment failed 0
[11:49:29.715] Odometry x=0.023991, y=-0.000914, theta=-0.159904
[11:49:29.735] Odometry x=0.024068, y=-0.000926, theta=-0.159654
[11:49:29.745] Odometry x=0.024068, y=-0.000926, theta=-0.159826
[11:49:29.750] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000000 ,z=-0.000000,angle between two frames:0.002079
[11:49:29.756] Odometry x=0.024068, y=-0.000926, theta=-0.160487
[11:49:29.766] Odometry x=0.024068, y=-0.000926, theta=-0.161540
[11:49:29.776] Odometry x=0.024068, y=-0.000926, theta=-0.162597
[11:49:29.787] Odometry x=0.024068, y=-0.000926, theta=-0.163526
[11:49:29.797] Odometry x=0.024068, y=-0.000927, theta=-0.164666
[11:49:29.808] Odometry x=0.024068, y=-0.000927, theta=-0.166582
[11:49:29.818] Odometry x=0.024068, y=-0.000927, theta=-0.168043
[11:49:29.818] Image Alignment failed 0
[11:49:29.839] Odometry x=0.024149, y=-0.000943, theta=-0.173492
[11:49:29.849] Odometry x=0.024151, y=-0.000944, theta=-0.176637
[11:49:29.859] Odometry x=0.024153, y=-0.000945, theta=-0.178076
[11:49:29.869] Odometry x=0.024153, y=-0.000945, theta=-0.179881
[11:49:29.879] Odometry x=0.024154, y=-0.000945, theta=-0.182498
[11:49:29.881] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:-0.000000 ,z=-0.000001,angle between two frames:0.008217
[11:49:29.889] Odometry x=0.024155, y=-0.000945, theta=-0.185585
[11:49:29.900] Odometry x=0.024155, y=-0.000945, theta=-0.188376
[11:49:29.910] Odometry x=0.024155, y=-0.000945, theta=-0.190728
[11:49:29.911] Image Alignment failed 0
[11:49:29.920] Odometry x=0.024155, y=-0.000945, theta=-0.192678
[11:49:29.930] Odometry x=0.024155, y=-0.000945, theta=-0.194226
[11:49:29.950] Odometry x=0.024256, y=-0.000965, theta=-0.196268
[11:49:29.952] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000001 ,z=-0.000000,angle between two frames:0.008230
[11:49:29.961] Odometry x=0.024256, y=-0.000965, theta=-0.197866
[11:49:29.972] Odometry x=0.024256, y=-0.000965, theta=-0.199265
[11:49:29.982] Odometry x=0.024256, y=-0.000965, theta=-0.200877
[11:49:29.993] Odometry x=0.024256, y=-0.000965, theta=-0.202593
[11:49:30.003] Odometry x=0.024256, y=-0.000965, theta=-0.204008
[11:49:30.013] Odometry x=0.024256, y=-0.000966, theta=-0.206176
[11:49:30.014] Image Alignment failed 0
[11:49:30.023] Odometry x=0.024256, y=-0.000966, theta=-0.208442
[11:49:30.043] Odometry x=0.024337, y=-0.000983, theta=-0.212747
[11:49:30.054] Odometry x=0.024337, y=-0.000983, theta=-0.216074
[11:49:30.064] Odometry x=0.024337, y=-0.000983, theta=-0.217844
[11:49:30.071] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000000 ,z=-0.000001,angle between two frames:0.009908
[11:49:30.074] Odometry x=0.024337, y=-0.000984, theta=-0.219882
[11:49:30.084] Odometry x=0.024338, y=-0.000983, theta=-0.221796
[11:49:30.095] Odometry x=0.024338, y=-0.000983, theta=-0.223222
[11:49:30.105] Odometry x=0.024338, y=-0.000983, theta=-0.224325
[11:49:30.112] Image Alignment failed 0
[11:49:30.115] Odometry x=0.024338, y=-0.000983, theta=-0.224999
[11:49:30.135] Odometry x=0.024409, y=-0.000999, theta=-0.226434
[11:49:30.145] Odometry x=0.024409, y=-0.000999, theta=-0.226963
[11:49:30.156] Odometry x=0.024409, y=-0.000999, theta=-0.226733
[11:49:30.157] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000000 ,z=0.000001,angle between two frames:0.006481
[11:49:30.166] Odometry x=0.024409, y=-0.000999, theta=-0.226562
[11:49:30.176] Odometry x=0.024409, y=-0.000999, theta=-0.226575
[11:49:30.187] Odometry x=0.024409, y=-0.001000, theta=-0.226776
[11:49:30.197] Odometry x=0.024409, y=-0.001000, theta=-0.227023
[11:49:30.208] Odometry x=0.024409, y=-0.001000, theta=-0.227896
[11:49:30.213] Image Alignment failed 0
[11:49:30.218] Odometry x=0.024410, y=-0.001000, theta=-0.228911
[11:49:30.228] Odometry x=0.024410, y=-0.001000, theta=-0.229902
[11:49:30.248] Odometry x=0.024507, y=-0.001024, theta=-0.231439
[11:49:30.258] Odometry x=0.024507, y=-0.001025, theta=-0.232828
[11:49:30.269] Odometry x=0.024507, y=-0.001025, theta=-0.234025
[11:49:30.271] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000000 ,z=-0.000001,angle between two frames:0.001163
[11:49:30.279] Odometry x=0.024507, y=-0.001026, theta=-0.235299
[11:49:30.289] Odometry x=0.024506, y=-0.001027, theta=-0.236673
[11:49:30.300] Odometry x=0.024506, y=-0.001027, theta=-0.238577
[11:49:30.310] Odometry x=0.024506, y=-0.001027, theta=-0.242618
[11:49:30.311] Image Alignment failed 0
[11:49:30.320] Odometry x=0.024507, y=-0.001027, theta=-0.245964
[11:49:30.341] Odometry x=0.024582, y=-0.001046, theta=-0.252964
[11:49:30.351] Odometry x=0.024583, y=-0.001046, theta=-0.256573
[11:49:30.354] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:-0.000000 ,z=-0.000002,angle between two frames:0.008593
[11:49:30.361] Odometry x=0.024583, y=-0.001047, theta=-0.258840
[11:49:30.372] Odometry x=0.024585, y=-0.001047, theta=-0.261078
[11:49:30.382] Odometry x=0.024586, y=-0.001047, theta=-0.262937
[11:49:30.392] Odometry x=0.024586, y=-0.001047, theta=-0.264671
[11:49:30.402] Odometry x=0.024586, y=-0.001047, theta=-0.266270
[11:49:30.413] Odometry x=0.024586, y=-0.001047, theta=-0.267316
[11:49:30.414] Image Alignment failed 0
[11:49:30.433] Odometry x=0.024663, y=-0.001068, theta=-0.268529
[11:49:30.443] Odometry x=0.024663, y=-0.001068, theta=-0.270124
[11:49:30.453] Odometry x=0.024663, y=-0.001068, theta=-0.271666
[11:49:30.464] Odometry x=0.024663, y=-0.001068, theta=-0.273125
[11:49:30.474] Odometry x=0.024663, y=-0.001069, theta=-0.273946
[11:49:30.478] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000003 ,z=-0.000001,angle between two frames:0.010742
[11:49:30.484] Odometry x=0.024663, y=-0.001069, theta=-0.273925
[11:49:30.494] Odometry x=0.024663, y=-0.001069, theta=-0.273693
[11:49:30.505] Odometry x=0.024665, y=-0.001070, theta=-0.274428
[11:49:30.511] Image Alignment failed 0
[11:49:30.515] Odometry x=0.024666, y=-0.001070, theta=-0.275499
[11:49:30.525] Odometry x=0.024667, y=-0.001071, theta=-0.276400
[11:49:30.546] Odometry x=0.024761, y=-0.001097, theta=-0.276758
[11:49:30.553] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000002 ,z=-0.000001,angle between two frames:0.000481
[11:49:30.556] Odometry x=0.024761, y=-0.001097, theta=-0.277136
[11:49:30.566] Odometry x=0.024761, y=-0.001097, theta=-0.277428
[11:49:30.577] Odometry x=0.024761, y=-0.001097, theta=-0.278011
[11:49:30.587] Odometry x=0.024761, y=-0.001097, theta=-0.278995
[11:49:30.597] Odometry x=0.024761, y=-0.001097, theta=-0.280317
[11:49:30.608] Odometry x=0.024761, y=-0.001097, theta=-0.281357
[11:49:30.613] Image Alignment failed 0
[11:49:30.618] Odometry x=0.024761, y=-0.001097, theta=-0.281598
[11:49:30.638] Odometry x=0.024838, y=-0.001119, theta=-0.283343
[11:49:30.648] Odometry x=0.024840, y=-0.001120, theta=-0.284885
[11:49:30.658] Odometry x=0.024841, y=-0.001120, theta=-0.286545
[11:49:30.669] Odometry x=0.024841, y=-0.001120, theta=-0.287638
[11:49:30.670] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:-0.000000 ,z=0.000000,angle between two frames:0.004599
[11:49:30.679] Odometry x=0.024841, y=-0.001120, theta=-0.288050
[11:49:30.689] Odometry x=0.024841, y=-0.001120, theta=-0.288021
[11:49:30.700] Odometry x=0.024841, y=-0.001120, theta=-0.287611
[11:49:30.710] Odometry x=0.024841, y=-0.001121, theta=-0.287236
[11:49:30.711] Image Alignment failed 0
[11:49:30.720] Odometry x=0.024841, y=-0.001121, theta=-0.286267
[11:49:30.740] Odometry x=0.024929, y=-0.001146, theta=-0.286301
[11:49:30.750] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000000 ,z=-0.000000,angle between two frames:0.000403
[11:49:30.750] Odometry x=0.024929, y=-0.001146, theta=-0.286382
[11:49:30.761] Odometry x=0.024929, y=-0.001146, theta=-0.286469
[11:49:30.771] Odometry x=0.024929, y=-0.001146, theta=-0.286695
[11:49:30.781] Odometry x=0.024929, y=-0.001146, theta=-0.287016
[11:49:30.792] Odometry x=0.024929, y=-0.001146, theta=-0.287385
[11:49:30.802] Odometry x=0.024929, y=-0.001146, theta=-0.287583
[11:49:30.812] Odometry x=0.024929, y=-0.001146, theta=-0.286951
[11:49:30.820] Image Alignment failed 0
[11:49:30.823] Odometry x=0.024929, y=-0.001147, theta=-0.286920
[11:49:30.843] Odometry x=0.025015, y=-0.001173, theta=-0.287373
[11:49:30.853] Odometry x=0.025015, y=-0.001173, theta=-0.287753
[11:49:30.863] Odometry x=0.025015, y=-0.001173, theta=-0.287862
[11:49:30.873] Odometry x=0.025015, y=-0.001173, theta=-0.287826
[11:49:30.883] Odometry x=0.025015, y=-0.001173, theta=-0.287773
[11:49:30.884] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:-0.000000 ,z=-0.000000,angle between two frames:0.000569
[11:49:30.894] Odometry x=0.025015, y=-0.001173, theta=-0.287304
[11:49:30.904] Odometry x=0.025015, y=-0.001173, theta=-0.286942
[11:49:30.911] Image Alignment failed 0
[11:49:30.914] Odometry x=0.025015, y=-0.001173, theta=-0.286971
[11:49:30.925] Odometry x=0.025015, y=-0.001173, theta=-0.287264
[11:49:30.945] Odometry x=0.025103, y=-0.001199, theta=-0.287314
[11:49:30.948] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:-0.000000 ,z=-0.000000,angle between two frames:0.000831
[11:49:30.956] Odometry x=0.025103, y=-0.001199, theta=-0.287258
[11:49:30.966] Odometry x=0.025103, y=-0.001199, theta=-0.287321
[11:49:30.977] Odometry x=0.025103, y=-0.001200, theta=-0.287462
[11:49:30.987] Odometry x=0.025104, y=-0.001200, theta=-0.287585
[11:49:30.997] Odometry x=0.025104, y=-0.001200, theta=-0.287371
[11:49:31.007] Odometry x=0.025104, y=-0.001200, theta=-0.286680
[11:49:31.015] Image Alignment failed 0
[11:49:31.018] Odometry x=0.025105, y=-0.001200, theta=-0.286059
[11:49:31.028] Odometry x=0.025105, y=-0.001200, theta=-0.285387
[11:49:31.048] Odometry x=0.025183, y=-0.001227, theta=-0.283430
[11:49:31.058] Odometry x=0.025183, y=-0.001229, theta=-0.283038
[11:49:31.068] Odometry x=0.025183, y=-0.001229, theta=-0.284053
[11:49:31.079] Odometry x=0.025182, y=-0.001230, theta=-0.285335
[11:49:31.079] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000001 ,z=-0.000001,angle between two frames:0.000633
[11:49:31.089] Odometry x=0.025182, y=-0.001230, theta=-0.286333
[11:49:31.099] Odometry x=0.025182, y=-0.001231, theta=-0.287152
[11:49:31.109] Odometry x=0.025182, y=-0.001231, theta=-0.288277
[11:49:31.117] Image Alignment failed 0
[11:49:31.120] Odometry x=0.025182, y=-0.001231, theta=-0.289267
[11:49:31.140] Odometry x=0.025258, y=-0.001253, theta=-0.293874
[11:49:31.150] Odometry x=0.025258, y=-0.001253, theta=-0.296424
[11:49:31.160] Odometry x=0.025258, y=-0.001252, theta=-0.297137
[11:49:31.170] Odometry x=0.025258, y=-0.001252, theta=-0.297632
[11:49:31.172] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:-0.000000 ,z=-0.000001,angle between two frames:0.002942
[11:49:31.180] Odometry x=0.025258, y=-0.001252, theta=-0.298393
[11:49:31.191] Odometry x=0.025258, y=-0.001252, theta=-0.298729
[11:49:31.201] Odometry x=0.025258, y=-0.001252, theta=-0.298091
[11:49:31.211] Image Alignment failed 0
[11:49:31.211] Odometry x=0.025259, y=-0.001252, theta=-0.297270
[11:49:31.221] Odometry x=0.025259, y=-0.001252, theta=-0.296926
[11:49:31.241] Odometry x=0.025346, y=-0.001279, theta=-0.296348
[11:49:31.250] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000000 ,z=0.000000,angle between two frames:0.000458
[11:49:31.252] Odometry x=0.025346, y=-0.001280, theta=-0.295880
[11:49:31.262] Odometry x=0.025346, y=-0.001280, theta=-0.295243
[11:49:31.273] Odometry x=0.025347, y=-0.001280, theta=-0.294376
[11:49:31.283] Odometry x=0.025347, y=-0.001280, theta=-0.293680
[11:49:31.293] Odometry x=0.025347, y=-0.001280, theta=-0.293152
[11:49:31.304] Odometry x=0.025347, y=-0.001280, theta=-0.292422
[11:49:31.314] Odometry x=0.025347, y=-0.001280, theta=-0.291715
[11:49:31.316] Image Alignment failed 0
[11:49:31.324] Odometry x=0.025346, y=-0.001281, theta=-0.291037
[11:49:31.345] Odometry x=0.025429, y=-0.001306, theta=-0.290842
[11:49:31.355] Odometry x=0.025430, y=-0.001306, theta=-0.290707
[11:49:31.365] Odometry x=0.025430, y=-0.001306, theta=-0.290216
[11:49:31.375] Odometry x=0.025430, y=-0.001306, theta=-0.289218
[11:49:31.380] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000000 ,z=-0.000001,angle between two frames:0.004633
[11:49:31.385] Odometry x=0.025430, y=-0.001306, theta=-0.287953
[11:49:31.396] Odometry x=0.025430, y=-0.001306, theta=-0.286918
[11:49:31.406] Odometry x=0.025430, y=-0.001306, theta=-0.284046
[11:49:31.411] Image Alignment failed 0
[11:49:31.417] Odometry x=0.025430, y=-0.001306, theta=-0.281146
[11:49:31.427] Odometry x=0.025430, y=-0.001306, theta=-0.279448
[11:49:31.447] Odometry x=0.025517, y=-0.001332, theta=-0.277076
[11:49:31.450] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000000 ,z=-0.000000,angle between two frames:0.005172
[11:49:31.457] Odometry x=0.025517, y=-0.001332, theta=-0.275321
[11:49:31.468] Odometry x=0.025517, y=-0.001332, theta=-0.274264
[11:49:31.478] Odometry x=0.025517, y=-0.001332, theta=-0.273496
[11:49:31.488] Odometry x=0.025517, y=-0.001332, theta=-0.272625
[11:49:31.498] Odometry x=0.025517, y=-0.001332, theta=-0.271558
[11:49:31.508] Odometry x=0.025517, y=-0.001332, theta=-0.270123
[11:49:31.517] Image Alignment failed 0
[11:49:31.519] Odometry x=0.025517, y=-0.001332, theta=-0.268490
[11:49:31.539] Odometry x=0.025592, y=-0.001353, theta=-0.267281
[11:49:31.549] Odometry x=0.025592, y=-0.001353, theta=-0.266120
[11:49:31.559] Odometry x=0.025591, y=-0.001353, theta=-0.265011
[11:49:31.569] Odometry x=0.025591, y=-0.001353, theta=-0.263861
[11:49:31.579] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:-0.000000 ,z=-0.000000,angle between two frames:0.006953
[11:49:31.579] Odometry x=0.025591, y=-0.001353, theta=-0.263138
[11:49:31.590] Odometry x=0.025591, y=-0.001353, theta=-0.263132
[11:49:31.600] Odometry x=0.025591, y=-0.001353, theta=-0.262596
[11:49:31.611] Odometry x=0.025591, y=-0.001353, theta=-0.260990
[11:49:31.611] Image Alignment failed 0
[11:49:31.621] Odometry x=0.025591, y=-0.001354, theta=-0.259544
[11:49:31.641] Odometry x=0.025676, y=-0.001376, theta=-0.257421
[11:49:31.650] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:-0.000000 ,z=-0.000000,angle between two frames:0.002871
[11:49:31.651] Odometry x=0.025677, y=-0.001377, theta=-0.256152
[11:49:31.662] Odometry x=0.025677, y=-0.001377, theta=-0.255302
[11:49:31.672] Odometry x=0.025677, y=-0.001377, theta=-0.254240
[11:49:31.682] Odometry x=0.025677, y=-0.001377, theta=-0.253071
[11:49:31.692] Odometry x=0.025677, y=-0.001377, theta=-0.251911
[11:49:31.702] Odometry x=0.025677, y=-0.001377, theta=-0.251085
[11:49:31.711] Image Alignment failed 0
[11:49:31.712] Odometry x=0.025677, y=-0.001377, theta=-0.249548
[11:49:31.722] Odometry x=0.025677, y=-0.001377, theta=-0.248071
[11:49:31.743] Odometry x=0.025765, y=-0.001399, theta=-0.247678
[11:49:31.749] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000001 ,z=-0.000000,angle between two frames:0.006335
[11:49:31.753] Odometry x=0.025765, y=-0.001399, theta=-0.247684
[11:49:31.764] Odometry x=0.025765, y=-0.001399, theta=-0.248097
[11:49:31.774] Odometry x=0.025765, y=-0.001399, theta=-0.248602
[11:49:31.785] Odometry x=0.025765, y=-0.001399, theta=-0.248983
[11:49:31.795] Odometry x=0.025764, y=-0.001399, theta=-0.249198
[11:49:31.805] Odometry x=0.025764, y=-0.001400, theta=-0.248233
[11:49:31.816] Odometry x=0.025762, y=-0.001408, theta=-0.246802
[11:49:31.817] Image Alignment failed 0
[11:49:31.826] Odometry x=0.025758, y=-0.001427, theta=-0.245506
[11:49:31.846] Odometry x=0.025843, y=-0.001460, theta=-0.244127
[11:49:31.856] Odometry x=0.025842, y=-0.001465, theta=-0.243218
[11:49:31.866] Odometry x=0.025843, y=-0.001465, theta=-0.242965
[11:49:31.877] Odometry x=0.025843, y=-0.001465, theta=-0.242936
[11:49:31.880] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:-0.000003 ,z=-0.000009,angle between two frames:0.000877
[11:49:31.887] Odometry x=0.025843, y=-0.001465, theta=-0.242867
[11:49:31.897] Odometry x=0.025843, y=-0.001465, theta=-0.242684
[11:49:31.907] Odometry x=0.025843, y=-0.001465, theta=-0.242109
[11:49:31.911] Image Alignment failed 0
[11:49:31.917] Odometry x=0.025843, y=-0.001465, theta=-0.241452
[11:49:31.928] Odometry x=0.025843, y=-0.001465, theta=-0.240879
[11:49:31.948] Odometry x=0.025927, y=-0.001485, theta=-0.239328
[11:49:31.949] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000000 ,z=0.000000,angle between two frames:0.000827
[11:49:31.958] Odometry x=0.025927, y=-0.001485, theta=-0.238412
[11:49:31.969] Odometry x=0.025927, y=-0.001486, theta=-0.238130
[11:49:31.979] Odometry x=0.025927, y=-0.001486, theta=-0.238098
[11:49:31.989] Odometry x=0.025927, y=-0.001486, theta=-0.238199
[11:49:32.000] Odometry x=0.025927, y=-0.001486, theta=-0.238096
[11:49:32.010] Odometry x=0.025928, y=-0.001486, theta=-0.237791
[11:49:32.015] Image Alignment failed 0
[11:49:32.020] Odometry x=0.025928, y=-0.001486, theta=-0.237276
[11:49:32.041] Odometry x=0.026003, y=-0.001505, theta=-0.232727
[11:49:32.051] Odometry x=0.026002, y=-0.001506, theta=-0.229327
[11:49:32.061] Odometry x=0.026002, y=-0.001509, theta=-0.226886
[11:49:32.071] Odometry x=0.026001, y=-0.001513, theta=-0.224821
[11:49:32.076] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000001 ,z=-0.000000,angle between two frames:0.001537
[11:49:32.082] Odometry x=0.026001, y=-0.001519, theta=-0.223216
[11:49:32.092] Odometry x=0.026001, y=-0.001524, theta=-0.222113
[11:49:32.102] Odometry x=0.026002, y=-0.001528, theta=-0.221320
[11:49:32.112] Image Alignment failed 0
[11:49:32.112] Odometry x=0.026003, y=-0.001531, theta=-0.220709
[11:49:32.123] Odometry x=0.026003, y=-0.001532, theta=-0.220383
[11:49:32.143] Odometry x=0.026093, y=-0.001553, theta=-0.222160
[11:49:32.153] Odometry x=0.026094, y=-0.001554, theta=-0.223554
[11:49:32.154] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000001 ,z=-0.000014,angle between two frames:0.003501
[11:49:32.164] Odometry x=0.026094, y=-0.001554, theta=-0.224989
[11:49:32.174] Odometry x=0.026095, y=-0.001554, theta=-0.226509
[11:49:32.184] Odometry x=0.026095, y=-0.001554, theta=-0.227720
[11:49:32.194] Odometry x=0.026095, y=-0.001554, theta=-0.228781
[11:49:32.205] Odometry x=0.026095, y=-0.001554, theta=-0.229884
[11:49:32.215] Odometry x=0.026095, y=-0.001554, theta=-0.230692
[11:49:32.215] Image Alignment failed 0
[11:49:32.236] Odometry x=0.026168, y=-0.001571, theta=-0.237049
[11:49:32.246] Odometry x=0.026168, y=-0.001571, theta=-0.241303
[11:49:32.256] Odometry x=0.026168, y=-0.001571, theta=-0.243778
[11:49:32.263] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000001 ,z=-0.000000,angle between two frames:0.007138
[11:49:32.266] Odometry x=0.026169, y=-0.001572, theta=-0.245134
[11:49:32.276] Odometry x=0.026169, y=-0.001572, theta=-0.246377
[11:49:32.287] Odometry x=0.026170, y=-0.001572, theta=-0.247385
